ipo_id,stock_code,company_name_zh,listing_chapter,db_l1,db_l2,db_l3,inferred_l1,inferred_l2,inferred_l3,inferred_bids,n_hits,status
HK_2529_HK_2024,2529.HK,泓盈城市服务,main_board_profitable,地产建筑业,地产,物业服务及管理,地产建筑业,地产,物业服务及管理,011002004001005,1,OK
HK_2898_HK_2024,2898.HK,盛禾生物-B,18a,医疗保健业,药品及生物科技,生物技术,医疗保健业,药品及生物科技,生物技术,011002022001002,1,OK
HK_0917_HK_2024,0917.HK,趣致集团,main_board_profitable,非必需性消费,媒体及娱乐,广告及宣传,非必需性消费,媒体及娱乐,广告及宣传,011002020005001,1,OK
HK_2505_HK_2024,2505.HK,EDA集团控股,main_board_profitable,工业,工用支援,采购及供应链管理,工业,工用支援,采购及供应链管理,011002018003001,1,OK
HK_2443_HK_2024,2443.HK,汽车街,main_board_profitable,非必需性消费,支援服务,其他支援服务,非必需性消费,支援服务,其他支援服务,011002020006002,1,OK
HK_2522_HK_2024,2522.HK,一脉阳光,main_board_profitable,医疗保健业,其他医疗保健,医疗及医学美容服务,医疗保健业,其他医疗保健,医疗及医学美容服务,011002022002002,1,OK
HK_2550_HK_2024,2550.HK,宜搜科技,main_board_profitable,非必需性消费,媒体及娱乐,互动媒体及服务,非必需性消费,专业零售,互动媒体及服务,011002HS235050,1,OK
HK_2228_HK_2024,2228.HK,晶泰控股,18c_precommercial,医疗保健业,药品及生物科技,生物技术,医疗保健业,药品及生物科技,生物技术,011002022001002,1,OK
HK_2512_HK_2024,2512.HK,云工场,main_board_profitable,资讯科技业,软件服务,互联网服务及基础设施,资讯科技业,半导体,互联网服务及基础设施,011002HS702025,1,OK
HK_2881_HK_2024,2881.HK,武汉有机,main_board_profitable,原材料业,原材料,特殊化工用品,原材料业,原材料,特殊化工用品,011002009003004,1,OK
HK_6181_HK_2024,6181.HK,老铺黄金,main_board_profitable,非必需性消费,纺织及服饰,珠宝钟表,非必需性消费,纺织及服饰,珠宝钟表,011002020003004,1,OK
HK_2559_HK_2024,2559.HK,嘀嗒出行,main_board_profitable,非必需性消费,旅游及消闲设施,公共运输,非必需性消费,旅游及消闲设施,公共运输,011002020004001,1,OK
HK_2479_HK_2024,2479.HK,天聚地合,main_board_profitable,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_1354_HK_2024,1354.HK,经发物业,main_board_profitable,地产建筑业,地产,物业服务及管理,地产建筑业,地产,物业服务及管理,011002004001005,1,OK
HK_2545_HK_2024,2545.HK,中赣通信,main_board_profitable,电讯业,电讯,卫星及无线通讯,电讯业,电讯,卫星及无线通讯,011002001001001,1,OK
HK_6086_HK_2024,6086.HK,方舟健客,main_board_profitable,医疗保健业,药品及生物科技,药品分销,医疗保健业,药品及生物科技,药品分销,011002022001004,1,OK
HK_6657_HK_2024,6657.HK,百望股份,main_board_profitable,资讯科技业,软件服务,应用软件,资讯科技业,软件服务,应用软件,011002005001003,1,OK
HK_9680_HK_2024,9680.HK,如祺出行,main_board_profitable,非必需性消费,旅游及消闲设施,公共运输,非必需性消费,旅游及消闲设施,公共运输,011002020004001,1,OK
HK_2495_HK_2024,2495.HK,声通科技,main_board_profitable,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_1334_HK_2024,1334.HK,瑞昌国际控股,main_board_profitable,能源业,石油及天然气,油气设备与服务,能源业,石油及天然气,油气设备与服务,011002008002002,1,OK
HK_2507_HK_2024,2507.HK,西锐,main_board_profitable,工业,工业工程,航空航天与国防,工业,工业工程,航空航天与国防,011002018001006,1,OK
HK_2531_HK_2024,2531.HK,广联科技控股,main_board_profitable,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_1471_HK_2024,1471.HK,众淼控股,main_board_profitable,金融业,保险,保险Ⅲ,金融业,保险,保险,011002003001001,1,MISMATCH
HK_2533_HK_2024,2533.HK,黑芝麻智能,18c_commercial,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_2410_HK_2024,2410.HK,同源康医药-B,18a,医疗保健业,药品及生物科技,生物技术,医疗保健业,药品及生物科技,生物技术,011002022001002,1,OK
HK_0300_HK_2024,0300.HK,美的集团,a_plus_h,非必需性消费,家庭电器及用品,家庭电器,非必需性消费,家庭电器及用品,家庭电器,011002020002001,1,OK
HK_2549_HK_2024,2549.HK,卡罗特,main_board_profitable,非必需性消费,家庭电器及用品,家具,非必需性消费,家庭电器及用品,家具,011002020002004,1,OK
HK_2576_HK_2024,2576.HK,太美医疗科技,main_board_profitable,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_9639_HK_2024,9639.HK,荣利营造,main_board_profitable,地产建筑业,建筑,重型基建,地产建筑业,建筑,重型基建,011002004002003,1,OK
HK_2567_HK_2024,2567.HK,七牛智能,main_board_profitable,资讯科技业,软件服务,互联网服务及基础设施,资讯科技业,半导体,互联网服务及基础设施,011002HS702025,1,OK
HK_2460_HK_2024,2460.HK,华润饮料,main_board_profitable,必需性消费,食物饮品,非酒精饮料,必需性消费,食物饮品,非酒精饮料,011002021001003,1,OK
HK_9660_HK_2024,9660.HK,地平线机器人-W,main_board_unprofitable,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_2465_HK_2024,2465.HK,龙蟠科技,a_plus_h,工业,工业工程,能源储存装置,工业,工业工程,能源储存装置,011002018001008,1,OK
HK_2563_HK_2024,2563.HK,华昊中天医药-B,18a,医疗保健业,药品及生物科技,生物技术,医疗保健业,药品及生物科技,生物技术,011002022001002,1,OK
HK_2510_HK_2024,2510.HK,德翔海运,main_board_profitable,工业,工用运输,航运及港口,工业,工用运输,航运及港口,011002018002001,1,OK
HK_2519_HK_2024,2519.HK,傲基股份,main_board_profitable,非必需性消费,专业零售,家居装修零售商,非必需性消费,专业零售,家居装修零售商,011002020007003,1,OK
HK_2551_HK_2024,2551.HK,晶科电子股份,main_board_profitable,工业,工业工程,电子零件,工业,工业工程,电子零件,011002018001007,1,OK
HK_2582_HK_2024,2582.HK,国富氢能,main_board_profitable,工业,工业工程,工业零件及器材,工业,工业工程,工业零件及器材,011002018001002,1,OK
HK_6936_HK_2024,6936.HK,顺丰控股,a_plus_h,工业,工用运输,航空货运及物流,工业,工用运输,航空货运及物流,011002018002003,1,OK
HK_2566_HK_2024,2566.HK,九源基因,main_board_profitable,医疗保健业,药品及生物科技,药品,医疗保健业,药品及生物科技,药品,011002022001001,1,OK
HK_2585_HK_2024,2585.HK,梦金园,main_board_profitable,非必需性消费,专业零售,其他零售商,非必需性消费,专业零售,其他零售商,011002020007005,1,OK
HK_2586_HK_2024,2586.HK,多点数智,main_board_profitable,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_2570_HK_2024,2570.HK,重塑能源,main_board_profitable,工业,工业工程,新能源物料,工业,工业工程,新能源物料,011002018001005,1,OK
HK_1318_HK_2024,1318.HK,毛戈平,main_board_profitable,医疗保健业,其他医疗保健,护肤与化妆品,医疗保健业,其他医疗保健,护肤与化妆品,011002HS282040,1,OK
HK_2593_HK_2024,2593.HK,草姬集团,main_board_profitable,医疗保健业,其他医疗保健,膳食补充品,医疗保健业,其他医疗保健,膳食补充品,011002HS282030,1,OK
HK_0999_HK_2024,0999.HK,小菜园,main_board_profitable,非必需性消费,旅游及消闲设施,餐饮,非必需性消费,旅游及消闲设施,餐饮,011002020004006,1,OK
HK_2432_HK_2024,2432.HK,越疆,18c_commercial,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_2431_HK_2024,2431.HK,佑驾创新,main_board_profitable,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_2587_HK_2024,2587.HK,健康之路,main_board_profitable,医疗保健业,其他医疗保健,医疗及医学美容服务,医疗保健业,其他医疗保健,医疗及医学美容服务,011002022002002,1,OK
HK_2577_HK_2024,2577.HK,英诺赛科,main_board_profitable,资讯科技业,半导体,半导体Ⅲ,资讯科技业,半导体,半导体,011002005003001,1,MISMATCH
HK_2506_HK_2024,2506.HK,讯飞医疗科技,main_board_profitable,医疗保健业,其他医疗保健,医疗及医学美容服务,医疗保健业,其他医疗保健,医疗及医学美容服务,011002022002002,1,OK
HK_6681_HK_2025,6681.HK,脑动极光-B,18a,医疗保健业,其他医疗保健,医疗及医学美容服务,医疗保健业,其他医疗保健,医疗及医学美容服务,011002022002002,1,OK
HK_2560_HK_2025,2560.HK,海螺材料科技,main_board_profitable,原材料业,原材料,特殊化工用品,原材料业,原材料,特殊化工用品,011002009003004,1,OK
HK_2613_HK_2025,2613.HK,汇舸环保,main_board_profitable,工业,工业工程,商用运输工具及货车,工业,工业工程,商业用车及货车,011002018001001,1,MISMATCH
HK_0325_HK_2025,0325.HK,布鲁可,main_board_profitable,非必需性消费,家庭电器及用品,玩具及消闲用品,非必需性消费,家庭电器及用品,玩具及消闲用品,011002020002003,1,OK
HK_2530_HK_2025,2530.HK,纽曼思,main_board_profitable,医疗保健业,其他医疗保健,膳食补充品,医疗保健业,其他医疗保健,膳食补充品,011002HS282030,1,OK
HK_2596_HK_2025,2596.HK,宜宾银行,main_board_profitable,金融业,银行,银行Ⅲ,金融业,银行,银行,011002003002001,1,MISMATCH
HK_0805_HK_2025,0805.HK,新吉奥房车,main_board_profitable,非必需性消费,汽车,汽车Ⅲ,非必需性消费,汽车,汽车,011002020001001,1,MISMATCH
HK_2571_HK_2025,2571.HK,赛目科技,main_board_profitable,资讯科技业,软件服务,应用软件,资讯科技业,软件服务,应用软件,011002005001003,1,OK
HK_1364_HK_2025,1364.HK,古茗,main_board_profitable,必需性消费,食物饮品,非酒精饮料,必需性消费,食物饮品,非酒精饮料,011002021001003,1,OK
HK_2097_HK_2025,2097.HK,蜜雪集团,main_board_profitable,必需性消费,食物饮品,非酒精饮料,必需性消费,食物饮品,非酒精饮料,011002021001003,1,OK
HK_6693_HK_2025,6693.HK,赤峰黄金,a_plus_h,原材料业,黄金及贵金属,黄金及贵金属Ⅲ,原材料业,黄金及贵金属,黄金及贵金属,011002009004001,1,MISMATCH
HK_6676_HK_2025,6676.HK,找钢网-W,spac,原材料业,一般金属及矿石,钢铁,原材料业,一般金属及矿石,钢铁,011002009005001,1,OK
HK_2561_HK_2025,2561.HK,维昇药业-B,18a,医疗保健业,药品及生物科技,生物技术,医疗保健业,药品及生物科技,生物技术,011002022001002,1,OK
HK_2610_HK_2025,2610.HK,南山铝业国际,main_board_profitable,原材料业,一般金属及矿石,铝,原材料业,一般金属及矿石,铝,011002009005003,1,OK
HK_2569_HK_2025,2569.HK,舒宝国际,main_board_profitable,必需性消费,消费者主要零售商,个人护理,必需性消费,消费者主要零售商,个人护理,011002021003002,1,OK
HK_2625_HK_2025,2625.HK,江苏宏信,main_board_profitable,必需性消费,消费者主要零售商,超市及便利店,必需性消费,消费者主要零售商,超市及便利店,011002021003001,1,OK
HK_3677_HK_2025,3677.HK,正力新能,main_board_profitable,工业,工业工程,能源储存装置,工业,工业工程,能源储存装置,011002018001008,1,OK
HK_9606_HK_2025,9606.HK,映恩生物-B,18a,医疗保健业,药品及生物科技,生物技术,医疗保健业,药品及生物科技,生物技术,011002022001002,1,OK
HK_1333_HK_2025,1333.HK,博雷顿,main_board_profitable,工业,工业工程,重型机械,工业,工业工程,重型机械,011002018001004,1,OK
HK_2865_HK_2025,2865.HK,钧达股份,a_plus_h,工业,工业工程,新能源物料,工业,工业工程,新能源物料,011002018001005,1,OK
HK_2589_HK_2025,2589.HK,沪上阿姨,main_board_profitable,必需性消费,食物饮品,非酒精饮料,必需性消费,食物饮品,非酒精饮料,011002021001003,1,OK
HK_6831_HK_2025,6831.HK,绿茶集团,main_board_profitable,非必需性消费,旅游及消闲设施,餐饮,非必需性消费,旅游及消闲设施,餐饮,011002020004006,1,OK
HK_3750_HK_2025,3750.HK,宁德时代,a_plus_h,工业,工业工程,能源储存装置,工业,工业工程,能源储存装置,011002018001008,1,OK
HK_1276_HK_2025,1276.HK,恒瑞医药,a_plus_h,医疗保健业,药品及生物科技,药品,医疗保健业,药品及生物科技,药品,011002022001001,1,OK
HK_2629_HK_2025,2629.HK,MIRXES-B,18a,医疗保健业,药品及生物科技,生物技术,医疗保健业,药品及生物科技,生物技术,011002022001002,1,OK
HK_2603_HK_2025,2603.HK,吉宏股份,a_plus_h,非必需性消费,专业零售,线上零售商,非必需性消费,专业零售,线上零售商,011002HS237060,1,OK
HK_2565_HK_2025,2565.HK,派格生物医药-B,18a,医疗保健业,药品及生物科技,生物技术,医疗保健业,药品及生物科技,生物技术,011002022001002,1,OK
HK_2621_HK_2025,2621.HK,手回集团,main_board_profitable,金融业,保险,保险Ⅲ,金融业,保险,保险,011002003001001,1,MISMATCH
HK_2573_HK_2025,2573.HK,新琪安,main_board_profitable,必需性消费,食物饮品,食品添加剂,必需性消费,食物饮品,食品添加剂,011002021001005,1,OK
HK_9881_HK_2025,9881.HK,容大科技,main_board_profitable,资讯科技业,资讯科技器材,电脑及周边器材,资讯科技业,资讯科技器材,电脑及周边器材,011002005002002,1,OK
HK_2605_HK_2025,2605.HK,METALIGHT,main_board_profitable,非必需性消费,媒体及娱乐,广告及宣传,非必需性消费,媒体及娱乐,广告及宣传,011002020005001,1,OK
HK_3288_HK_2025,3288.HK,海天味业,a_plus_h,必需性消费,食物饮品,食品添加剂,必需性消费,食物饮品,食品添加剂,011002021001005,1,OK
HK_2050_HK_2025,2050.HK,三花智控,a_plus_h,工业,工业工程,工业零件及器材,工业,工业工程,工业零件及器材,011002018001002,1,OK
HK_2609_HK_2025,2609.HK,佰泽医疗,main_board_profitable,医疗保健业,其他医疗保健,医疗及医学美容服务,医疗保健业,其他医疗保健,医疗及医学美容服务,011002022002002,1,OK
HK_2617_HK_2025,2617.HK,药捷安康-B,18a,医疗保健业,药品及生物科技,生物技术,医疗保健业,药品及生物科技,生物技术,011002022001002,1,OK
HK_2643_HK_2025,2643.HK,曹操出行,main_board_profitable,非必需性消费,旅游及消闲设施,公共运输,非必需性消费,旅游及消闲设施,公共运输,011002020004001,1,OK
HK_2619_HK_2025,2619.HK,香江电器,main_board_profitable,非必需性消费,家庭电器及用品,家庭电器,非必需性消费,家庭电器及用品,家庭电器,011002020002001,1,OK
HK_6168_HK_2025,6168.HK,周六福,main_board_profitable,非必需性消费,专业零售,其他零售商,非必需性消费,专业零售,其他零售商,011002020007005,1,OK
HK_6883_HK_2025,6883.HK,颖通控股,main_board_profitable,医疗保健业,其他医疗保健,护肤与化妆品,医疗保健业,其他医疗保健,护肤与化妆品,011002HS282040,1,OK
HK_2508_HK_2025,2508.HK,圣贝拉集团,main_board_profitable,非必需性消费,支援服务,其他支援服务,非必需性消费,支援服务,其他支援服务,011002020006002,1,OK
HK_9678_HK_2025,9678.HK,云知声,main_board_profitable,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_6603_HK_2025,6603.HK,IFBH,main_board_profitable,必需性消费,食物饮品,非酒精饮料,必需性消费,食物饮品,非酒精饮料,011002021001003,1,OK
HK_3880_HK_2025,3880.HK,泰德医药,main_board_profitable,医疗保健业,药品及生物科技,药品,医疗保健业,药品及生物科技,药品,011002022001001,1,OK
HK_2592_HK_2025,2592.HK,拨康视云-B,18a,医疗保健业,药品及生物科技,生物技术,医疗保健业,药品及生物科技,生物技术,011002022001002,1,OK
HK_2648_HK_2025,2648.HK,安井食品,a_plus_h,必需性消费,食物饮品,包装食品,必需性消费,食物饮品,包装食品,011002021001001,1,OK
HK_1828_HK_2025,1828.HK,富卫集团,main_board_profitable,金融业,保险,保险Ⅲ,金融业,保险,保险,011002003001001,1,MISMATCH
HK_6613_HK_2025,6613.HK,蓝思科技,a_plus_h,工业,工业工程,电子零件,工业,工业工程,电子零件,011002018001007,1,OK
HK_2590_HK_2025,2590.HK,极智嘉-W,main_board_unprofitable,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_2597_HK_2025,2597.HK,讯众通信,main_board_profitable,电讯业,电讯,卫星及无线通讯,电讯业,电讯,卫星及无线通讯,011002001001001,1,OK
HK_2651_HK_2025,2651.HK,大众口腔,main_board_profitable,医疗保健业,其他医疗保健,医疗及医学美容服务,医疗保健业,其他医疗保健,医疗及医学美容服务,011002022002002,1,OK
HK_1304_HK_2025,1304.HK,峰岹科技,a_plus_h,资讯科技业,半导体,半导体Ⅲ,资讯科技业,半导体,半导体,011002005003001,1,MISMATCH
HK_9887_HK_2025,9887.HK,维立志博-B,18a,医疗保健业,药品及生物科技,生物技术,医疗保健业,药品及生物科技,生物技术,011002022001002,1,OK
HK_6887_HK_2025,6887.HK,东阳光药,main_board_profitable,医疗保健业,药品及生物科技,药品,医疗保健业,药品及生物科技,药品,011002022001001,1,OK
HK_2627_HK_2025,2627.HK,中慧生物-B,18a,医疗保健业,药品及生物科技,生物技术,医疗保健业,药品及生物科技,生物技术,011002022001002,1,OK
HK_2591_HK_2025,2591.HK,银诺医药-B,18a,医疗保健业,药品及生物科技,生物技术,医疗保健业,药品及生物科技,生物技术,011002022001002,1,OK
HK_2631_HK_2025,2631.HK,天岳先进,a_plus_h,资讯科技业,半导体,半导体设备与材料,资讯科技业,半导体,半导体设备与材料,011002005003002,1,OK
HK_6960_HK_2025,6960.HK,双登股份,main_board_profitable,工业,工业工程,能源储存装置,工业,工业工程,能源储存装置,011002018001008,1,OK
HK_3858_HK_2025,3858.HK,佳鑫国际资源,main_board_profitable,原材料业,一般金属及矿石,其他金属及矿物,原材料业,一般金属及矿石,其他金属及矿物,011002009005004,1,OK
HK_2580_HK_2025,2580.HK,奥克斯电气,main_board_profitable,非必需性消费,家庭电器及用品,家庭电器,非必需性消费,家庭电器及用品,家庭电器,011002020002001,1,OK
HK_2543_HK_2025,2543.HK,大行科工,main_board_profitable,非必需性消费,家庭电器及用品,玩具及消闲用品,非必需性消费,家庭电器及用品,玩具及消闲用品,011002020002003,1,OK
HK_2525_HK_2025,2525.HK,禾赛-W,main_board_unprofitable,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_2656_HK_2025,2656.HK,健康160,main_board_profitable,医疗保健业,药品及生物科技,药品分销,医疗保健业,药品及生物科技,药品分销,011002022001004,1,OK
HK_2595_HK_2025,2595.HK,劲方医药-B,18a,医疗保健业,药品及生物科技,药品,医疗保健业,药品及生物科技,药品,011002022001001,1,OK
HK_6090_HK_2025,6090.HK,不同集团,main_board_profitable,非必需性消费,家庭电器及用品,家具,非必需性消费,家庭电器及用品,家具,011002020002004,1,OK
HK_9973_HK_2025,9973.HK,奇瑞汽车,main_board_profitable,非必需性消费,汽车,汽车Ⅲ,非必需性消费,汽车,汽车,011002020001001,1,MISMATCH
HK_2259_HK_2025,2259.HK,紫金黄金国际,main_board_profitable,原材料业,黄金及贵金属,黄金及贵金属Ⅲ,原材料业,黄金及贵金属,黄金及贵金属,011002009004001,1,MISMATCH
HK_2889_HK_2025,2889.HK,博泰车联,main_board_profitable,非必需性消费,汽车,汽车零件,非必需性消费,汽车,汽车零件,011002020001002,1,OK
HK_2583_HK_2025,2583.HK,西普尼,main_board_profitable,非必需性消费,纺织及服饰,珠宝钟表,非必需性消费,纺织及服饰,珠宝钟表,011002020003004,1,OK
HK_2652_HK_2025,2652.HK,长风药业,main_board_profitable,医疗保健业,药品及生物科技,药品,医疗保健业,药品及生物科技,药品,011002022001001,1,OK
HK_2650_HK_2025,2650.HK,挚达科技,main_board_profitable,工业,工业工程,工业零件及器材,工业,工业工程,工业零件及器材,011002018001002,1,OK
HK_2575_HK_2025,2575.HK,轩竹生物-B,18a,医疗保健业,药品及生物科技,生物技术,医疗保健业,药品及生物科技,生物技术,011002022001002,1,OK
HK_2670_HK_2025,2670.HK,云迹,18c_commercial,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_2637_HK_2025,2637.HK,海西新药,main_board_profitable,医疗保健业,药品及生物科技,药品,医疗保健业,药品及生物科技,药品,011002022001001,1,OK
HK_6687_HK_2025,6687.HK,聚水潭,main_board_profitable,资讯科技业,软件服务,应用软件,资讯科技业,软件服务,应用软件,011002005001003,1,OK
HK_0638_HK_2025,0638.HK,广和通,a_plus_h,工业,工业工程,电子零件,工业,工业工程,电子零件,011002018001007,1,OK
HK_6031_HK_2025,6031.HK,三一重工,a_plus_h,工业,工业工程,重型机械,工业,工业工程,重型机械,011002018001004,1,OK
HK_6166_HK_2025,6166.HK,剑桥科技,a_plus_h,资讯科技业,资讯科技器材,电讯网路基建设施,资讯科技业,半导体,电讯网路基建设施,011002HS701015,1,OK
HK_6980_HK_2025,6980.HK,八马茶业,main_board_profitable,必需性消费,食物饮品,非酒精饮料,必需性消费,食物饮品,非酒精饮料,011002021001003,1,OK
HK_1384_HK_2025,1384.HK,滴普科技,18c_commercial,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_2718_HK_2025,2718.HK,明略科技-W,main_board_profitable,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_9927_HK_2025,9927.HK,赛力斯,a_plus_h,非必需性消费,汽车,汽车Ⅲ,非必需性消费,汽车,汽车,011002020001001,1,MISMATCH
HK_0699_HK_2025,0699.HK,均胜电子,a_plus_h,非必需性消费,汽车,汽车零件,非必需性消费,汽车,汽车零件,011002020001002,1,OK
HK_2026_HK_2025,2026.HK,小马智行-W,main_board_unprofitable,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_0800_HK_2025,0800.HK,文远知行-W,18c_commercial,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_2630_HK_2025,2630.HK,旺山旺水-B,18a,医疗保健业,药品及生物科技,生物技术,医疗保健业,药品及生物科技,生物技术,011002022001002,1,OK
HK_2698_HK_2025,2698.HK,乐舒适,main_board_profitable,必需性消费,消费者主要零售商,个人护理,必需性消费,消费者主要零售商,个人护理,011002021003002,1,OK
HK_2579_HK_2025,2579.HK,中伟新材,a_plus_h,原材料业,原材料,特殊化工用品,原材料业,原材料,特殊化工用品,011002009003004,1,OK
HK_2788_HK_2025,2788.HK,创新实业,main_board_profitable,原材料业,一般金属及矿石,铝,原材料业,一般金属及矿石,铝,011002009005003,1,OK
HK_2685_HK_2025,2685.HK,量化派,main_board_profitable,非必需性消费,专业零售,线上零售商,非必需性消费,专业零售,线上零售商,011002HS237060,1,OK
HK_9609_HK_2025,9609.HK,海伟股份,main_board_profitable,工业,工业工程,工业零件及器材,工业,工业工程,工业零件及器材,011002018001002,1,OK
HK_2539_HK_2025,2539.HK,乐摩科技,main_board_profitable,非必需性消费,旅游及消闲设施,消闲及文娱设施,非必需性消费,旅游及消闲设施,消闲及文娱设施,011002020004007,1,OK
HK_2693_HK_2025,2693.HK,金岩高岭新材,main_board_profitable,原材料业,一般金属及矿石,其他金属及矿物,原材料业,一般金属及矿石,其他金属及矿物,011002009005004,1,OK
HK_2658_HK_2025,2658.HK,天域半导体,main_board_profitable,资讯科技业,半导体,半导体设备与材料,资讯科技业,半导体,半导体设备与材料,011002005003002,1,OK
HK_2408_HK_2025,2408.HK,遇见小面,main_board_profitable,非必需性消费,旅游及消闲设施,餐饮,非必需性消费,旅游及消闲设施,餐饮,011002020004006,1,OK
HK_2676_HK_2025,2676.HK,纳芯微,a_plus_h,资讯科技业,半导体,半导体Ⅲ,资讯科技业,半导体,半导体,011002005003001,1,MISMATCH
HK_2687_HK_2025,2687.HK,卓越睿新,main_board_profitable,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_2665_HK_2025,2665.HK,图达通,spac,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_2659_HK_2025,2659.HK,宝济药业-B,18a,医疗保健业,药品及生物科技,药品,医疗保健业,药品及生物科技,药品,011002022001001,1,OK
HK_7618_HK_2025,7618.HK,京东工业,main_board_profitable,工业,工用支援,采购及供应链管理,工业,工用支援,采购及供应链管理,011002018003001,1,OK
HK_2655_HK_2025,2655.HK,果下科技,main_board_profitable,工业,工业工程,能源储存装置,工业,工业工程,能源储存装置,011002018001008,1,OK
HK_3887_HK_2025,3887.HK,HASHKEY HLDGS,main_board_profitable,金融业,其他金融,其他金融Ⅲ,金融业,其他金融,其他金融,011002003003004,1,MISMATCH
HK_2546_HK_2025,2546.HK,智汇矿业,main_board_profitable,原材料业,一般金属及矿石,其他金属及矿物,原材料业,一般金属及矿石,其他金属及矿物,011002009005004,1,OK
HK_3881_HK_2025,3881.HK,希迪智驾,18c_commercial,工业,工业工程,商用运输工具及货车,工业,工业工程,商业用车及货车,011002018001001,1,MISMATCH
HK_2581_HK_2025,2581.HK,明基医院,main_board_profitable,医疗保健业,其他医疗保健,医疗及医学美容服务,医疗保健业,其他医疗保健,医疗及医学美容服务,011002022002002,1,OK
HK_2691_HK_2025,2691.HK,南华期货股份,a_plus_h,金融业,其他金融,证券及经纪,金融业,其他金融,证券及经纪,011002003003001,1,OK
HK_2695_HK_2025,2695.HK,印象大红袍,main_board_profitable,非必需性消费,旅游及消闲设施,消闲及文娱设施,非必需性消费,旅游及消闲设施,消闲及文娱设施,011002020004007,1,OK
HK_2396_HK_2025,2396.HK,华芢生物-B,18a,医疗保健业,药品及生物科技,生物技术,医疗保健业,药品及生物科技,生物技术,011002022001002,1,OK
HK_2661_HK_2025,2661.HK,轻松健康,main_board_profitable,非必需性消费,媒体及娱乐,广告及宣传,非必需性消费,媒体及娱乐,广告及宣传,011002020005001,1,OK
HK_2635_HK_2025,2635.HK,诺比侃,main_board_profitable,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_3378_HK_2025,3378.HK,翰思艾泰-B,18a,医疗保健业,药品及生物科技,生物技术,医疗保健业,药品及生物科技,生物技术,011002022001002,1,OK
HK_2671_HK_2025,2671.HK,美联股份,main_board_profitable,地产建筑业,建筑,建筑材料,地产建筑业,建筑,建筑材料,011002004002001,1,OK
HK_2657_HK_2025,2657.HK,林清轩,main_board_profitable,医疗保健业,其他医疗保健,护肤与化妆品,医疗保健业,其他医疗保健,护肤与化妆品,011002HS282040,1,OK
HK_3317_HK_2025,3317.HK,迅策,main_board_profitable,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_6600_HK_2025,6600.HK,卧安机器人,main_board_profitable,非必需性消费,家庭电器及用品,家庭电器,非必需性消费,家庭电器及用品,家庭电器,011002020002001,1,OK
HK_3696_HK_2025,3696.HK,英矽智能,18a,医疗保健业,药品及生物科技,药品,医疗保健业,药品及生物科技,药品,011002022001001,1,OK
HK_6651_HK_2025,6651.HK,五一视界,18c_commercial,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
HK_6082_HK_2026,6082.HK,壁仞科技,18c_commercial,资讯科技业,软件服务,数码解决方案服务,资讯科技业,半导体,数码解决方案服务,011002HS702015,1,OK
