ipo_id,stock_code,stock_code_normalized,company_name_zh,listing_date,db_chapter,inferred_chapter,ifind_block_hits,status
HK_2603_HK_2025,2603.HK,2603.HK,吉宏股份,2025-05-27,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_2565_HK_2025,2565.HK,2565.HK,派格生物医药-B,2025-05-27,18a,18a,18a|main_board,OK
HK_2621_HK_2025,2621.HK,2621.HK,手回集团,2025-05-30,main_board_profitable,main_board,main_board,OK
HK_2573_HK_2025,2573.HK,2573.HK,新琪安,2025-06-10,main_board_profitable,main_board,main_board,OK
HK_9881_HK_2025,9881.HK,9881.HK,容大科技,2025-06-10,main_board_profitable,main_board,main_board,OK
HK_2605_HK_2025,2605.HK,2605.HK,METALIGHT,2025-06-10,main_board_profitable,main_board,main_board,OK
HK_3288_HK_2025,3288.HK,3288.HK,海天味业,2025-06-19,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_2050_HK_2025,2050.HK,2050.HK,三花智控,2025-06-23,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_2609_HK_2025,2609.HK,2609.HK,佰泽医疗,2025-06-23,main_board_profitable,main_board,main_board,OK
HK_2617_HK_2025,2617.HK,2617.HK,药捷安康-B,2025-06-23,18a,18a,18a|main_board,OK
HK_2643_HK_2025,2643.HK,2643.HK,曹操出行,2025-06-25,main_board_profitable,main_board,main_board,OK
HK_2619_HK_2025,2619.HK,2619.HK,香江电器,2025-06-25,main_board_profitable,main_board,main_board,OK
HK_6168_HK_2025,6168.HK,6168.HK,周六福,2025-06-26,main_board_profitable,main_board,main_board,OK
HK_6883_HK_2025,6883.HK,6883.HK,颖通控股,2025-06-26,main_board_profitable,main_board,main_board,OK
HK_2508_HK_2025,2508.HK,2508.HK,圣贝拉集团,2025-06-26,main_board_profitable,main_board,main_board,OK
HK_9678_HK_2025,9678.HK,9678.HK,云知声,2025-06-30,main_board_profitable,main_board,main_board,OK
HK_6603_HK_2025,6603.HK,6603.HK,IFBH,2025-06-30,main_board_profitable,main_board,main_board,OK
HK_3880_HK_2025,3880.HK,3880.HK,泰德医药,2025-06-30,main_board_profitable,main_board,main_board,OK
HK_2592_HK_2025,2592.HK,2592.HK,拨康视云-B,2025-07-03,18a,18a,18a|main_board,OK
HK_2648_HK_2025,2648.HK,2648.HK,安井食品,2025-07-04,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_1828_HK_2025,1828.HK,1828.HK,富卫集团,2025-07-07,main_board_profitable,main_board,main_board,OK
HK_6613_HK_2025,6613.HK,6613.HK,蓝思科技,2025-07-09,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_2590_HK_2025,2590.HK,2590.HK,极智嘉-W,2025-07-09,18a,main_board,main_board,MISMATCH
HK_2597_HK_2025,2597.HK,2597.HK,讯众通信,2025-07-09,main_board_profitable,main_board,main_board,OK
HK_2651_HK_2025,2651.HK,2651.HK,大众口腔,2025-07-09,main_board_profitable,main_board,main_board,OK
HK_1304_HK_2025,1304.HK,1304.HK,峰岹科技,2025-07-09,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_9887_HK_2025,9887.HK,9887.HK,维立志博-B,2025-07-25,18a,18a,18a|main_board,OK
HK_6887_HK_2025,6887.HK,6887.HK,东阳光药,2025-08-07,main_board_profitable,main_board,main_board,OK
HK_2627_HK_2025,2627.HK,2627.HK,中慧生物-B,2025-08-11,18a,18a,18a|main_board,OK
HK_2591_HK_2025,2591.HK,2591.HK,银诺医药-B,2025-08-15,18a,18a,18a|main_board,OK
HK_2631_HK_2025,2631.HK,2631.HK,天岳先进,2025-08-20,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_6960_HK_2025,6960.HK,6960.HK,双登股份,2025-08-26,main_board_profitable,main_board,main_board,OK
HK_3858_HK_2025,3858.HK,3858.HK,佳鑫国际资源,2025-08-28,main_board_profitable,main_board,main_board,OK
HK_2580_HK_2025,2580.HK,2580.HK,奥克斯电气,2025-09-02,main_board_profitable,main_board,main_board,OK
HK_2543_HK_2025,2543.HK,2543.HK,大行科工,2025-09-09,main_board_profitable,main_board,main_board,OK
HK_2525_HK_2025,2525.HK,2525.HK,禾赛-W,2025-09-16,18a,main_board,main_board,MISMATCH
HK_2656_HK_2025,2656.HK,2656.HK,健康160,2025-09-17,main_board_profitable,main_board,main_board,OK
HK_2595_HK_2025,2595.HK,2595.HK,劲方医药-B,2025-09-19,18a,18a,18a|main_board,OK
HK_6090_HK_2025,6090.HK,6090.HK,不同集团,2025-09-23,main_board_profitable,main_board,main_board,OK
HK_9973_HK_2025,9973.HK,9973.HK,奇瑞汽车,2025-09-25,main_board_profitable,main_board,main_board,OK
HK_2259_HK_2025,2259.HK,2259.HK,紫金黄金国际,2025-09-30,main_board_profitable,main_board,main_board,OK
HK_2889_HK_2025,2889.HK,2889.HK,博泰车联,2025-09-30,main_board_profitable,main_board,main_board,OK
HK_2583_HK_2025,2583.HK,2583.HK,西普尼,2025-09-30,main_board_profitable,main_board,main_board,OK
HK_2652_HK_2025,2652.HK,2652.HK,长风药业,2025-10-08,main_board_profitable,main_board,main_board,OK
HK_2650_HK_2025,2650.HK,2650.HK,挚达科技,2025-10-10,main_board_profitable,main_board,main_board,OK
HK_2575_HK_2025,2575.HK,2575.HK,轩竹生物-B,2025-10-15,18a,18a,18a|main_board,OK
HK_2670_HK_2025,2670.HK,2670.HK,云迹,2025-10-16,18c_commercial,18c,18c|main_board,OK
HK_2637_HK_2025,2637.HK,2637.HK,海西新药,2025-10-20,main_board_profitable,main_board,main_board,OK
HK_6687_HK_2025,6687.HK,6687.HK,聚水潭,2025-10-21,main_board_profitable,main_board,main_board,OK
HK_0638_HK_2025,0638.HK,638.HK,广和通,2025-10-22,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_6031_HK_2025,6031.HK,6031.HK,三一重工,2025-10-28,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_6166_HK_2025,6166.HK,6166.HK,剑桥科技,2025-10-28,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_6980_HK_2025,6980.HK,6980.HK,八马茶业,2025-10-28,main_board_profitable,main_board,main_board,OK
HK_1384_HK_2025,1384.HK,1384.HK,滴普科技,2025-10-28,18c_commercial,18c,18c|main_board,OK
HK_2718_HK_2025,2718.HK,2718.HK,明略科技-W,2025-11-03,18a,main_board,main_board,MISMATCH
HK_9927_HK_2025,9927.HK,9927.HK,赛力斯,2025-11-05,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_0699_HK_2025,0699.HK,699.HK,均胜电子,2025-11-06,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_2026_HK_2025,2026.HK,2026.HK,小马智行-W,2025-11-06,18a,main_board,main_board,MISMATCH
HK_0800_HK_2025,0800.HK,800.HK,文远知行-W,2025-11-06,18c_commercial,18c,18c|main_board,OK
HK_2630_HK_2025,2630.HK,2630.HK,旺山旺水-B,2025-11-06,18a,18a,18a|main_board,OK
HK_2698_HK_2025,2698.HK,2698.HK,乐舒适,2025-11-10,main_board_profitable,main_board,main_board,OK
HK_2579_HK_2025,2579.HK,2579.HK,中伟新材,2025-11-17,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_2788_HK_2025,2788.HK,2788.HK,创新实业,2025-11-24,main_board_profitable,main_board,main_board,OK
HK_2685_HK_2025,2685.HK,2685.HK,量化派,2025-11-27,main_board_profitable,main_board,main_board,OK
HK_9609_HK_2025,9609.HK,9609.HK,海伟股份,2025-11-28,main_board_profitable,main_board,main_board,OK
HK_2539_HK_2025,2539.HK,2539.HK,乐摩科技,2025-12-03,main_board_profitable,main_board,main_board,OK
HK_2693_HK_2025,2693.HK,2693.HK,金岩高岭新材,2025-12-03,main_board_profitable,main_board,main_board,OK
HK_2658_HK_2025,2658.HK,2658.HK,天域半导体,2025-12-05,main_board_profitable,main_board,main_board,OK
HK_2408_HK_2025,2408.HK,2408.HK,遇见小面,2025-12-05,main_board_profitable,main_board,main_board,OK
HK_2676_HK_2025,2676.HK,2676.HK,纳芯微,2025-12-08,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_2687_HK_2025,2687.HK,2687.HK,卓越睿新,2025-12-08,main_board_profitable,main_board,main_board,OK
HK_2665_HK_2025,2665.HK,2665.HK,图达通,2025-12-10,main_board_profitable,de_spac,de_spac|main_board,MISMATCH
HK_2659_HK_2025,2659.HK,2659.HK,宝济药业-B,2025-12-10,18a,18a,18a|main_board,OK
HK_7618_HK_2025,7618.HK,7618.HK,京东工业,2025-12-11,main_board_profitable,main_board,main_board,OK
HK_2655_HK_2025,2655.HK,2655.HK,果下科技,2025-12-16,main_board_profitable,main_board,main_board,OK
HK_3887_HK_2025,3887.HK,3887.HK,HASHKEY HLDGS,2025-12-17,main_board_profitable,main_board,main_board,OK
HK_2546_HK_2025,2546.HK,2546.HK,智汇矿业,2025-12-19,main_board_profitable,main_board,main_board,OK
HK_3881_HK_2025,3881.HK,3881.HK,希迪智驾,2025-12-19,18c_commercial,18c,18c|main_board,OK
HK_2581_HK_2025,2581.HK,2581.HK,明基医院,2025-12-22,main_board_profitable,main_board,main_board,OK
HK_2691_HK_2025,2691.HK,2691.HK,南华期货股份,2025-12-22,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_2695_HK_2025,2695.HK,2695.HK,印象大红袍,2025-12-22,main_board_profitable,main_board,main_board,OK
HK_2396_HK_2025,2396.HK,2396.HK,华芢生物-B,2025-12-22,18a,18a,18a|main_board,OK
HK_2661_HK_2025,2661.HK,2661.HK,轻松健康,2025-12-23,main_board_profitable,main_board,main_board,OK
HK_2635_HK_2025,2635.HK,2635.HK,诺比侃,2025-12-23,main_board_profitable,main_board,main_board,OK
HK_3378_HK_2025,3378.HK,3378.HK,翰思艾泰-B,2025-12-23,18a,18a,18a|main_board,OK
HK_2671_HK_2025,2671.HK,2671.HK,美联股份,2025-12-30,main_board_profitable,main_board,main_board,OK
HK_2657_HK_2025,2657.HK,2657.HK,林清轩,2025-12-30,main_board_profitable,main_board,main_board,OK
HK_3317_HK_2025,3317.HK,3317.HK,迅策,2025-12-30,main_board_profitable,main_board,main_board,OK
HK_6600_HK_2025,6600.HK,6600.HK,卧安机器人,2025-12-30,main_board_profitable,main_board,main_board,OK
HK_3696_HK_2025,3696.HK,3696.HK,英矽智能,2025-12-30,main_board_profitable,18a,18a|main_board,MISMATCH
HK_6651_HK_2025,6651.HK,6651.HK,五一视界,2025-12-30,18c_commercial,18c,18c|main_board,OK
HK_6082_HK_2026,6082.HK,6082.HK,壁仞科技,2026-01-02,18c_commercial,18c,18c|main_board,OK
HK_9903_HK_2026,9903.HK,9903.HK,天数智芯,2026-01-08,main_board_profitable,main_board,main_board,OK
HK_2513_HK_2026,2513.HK,2513.HK,智谱,2026-01-08,18c_commercial,18c,18c|main_board,OK
HK_2675_HK_2026,2675.HK,2675.HK,精锋医疗-B,2026-01-08,18a,18a,18a|main_board,OK
HK_3636_HK_2026,3636.HK,3636.HK,金浔资源,2026-01-09,main_board_profitable,main_board,main_board,OK
HK_0100_HK_2026,0100.HK,100.HK,MINIMAX-W,2026-01-09,18c_commercial,18c,18c|main_board,OK
HK_6938_HK_2026,6938.HK,6938.HK,瑞博生物-B,2026-01-09,18a,18a,18a|main_board,OK
HK_0501_HK_2026,0501.HK,501.HK,豪威集团,2026-01-12,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_3986_HK_2026,3986.HK,3986.HK,兆易创新,2026-01-13,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_1641_HK_2026,1641.HK,1641.HK,红星冷链,2026-01-13,main_board_profitable,main_board,main_board,OK
HK_9611_HK_2026,9611.HK,9611.HK,龙旗科技,2026-01-22,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_1768_HK_2026,1768.HK,1768.HK,鸣鸣很忙,2026-01-28,main_board_profitable,main_board,main_board,OK
HK_9980_HK_2026,9980.HK,9980.HK,东鹏饮料,2026-02-03,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_2768_HK_2026,2768.HK,2768.HK,国恩科技,2026-02-04,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_2714_HK_2026,2714.HK,2714.HK,牧原股份,2026-02-06,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_3200_HK_2026,3200.HK,3200.HK,大族数控,2026-02-06,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_2677_HK_2026,2677.HK,2677.HK,卓正医疗,2026-02-06,main_board_profitable,main_board,main_board,OK
HK_6809_HK_2026,6809.HK,6809.HK,澜起科技,2026-02-09,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_2720_HK_2026,2720.HK,2720.HK,乐欣户外,2026-02-10,main_board_profitable,main_board,main_board,OK
HK_0600_HK_2026,0600.HK,600.HK,爱芯元智,2026-02-10,main_board_profitable,main_board,main_board,OK
HK_0470_HK_2026,0470.HK,470.HK,先导智能,2026-02-11,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_9981_HK_2026,9981.HK,9981.HK,沃尔核材,2026-02-13,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_2706_HK_2026,2706.HK,2706.HK,海致科技集团,2026-02-13,main_board_profitable,main_board,main_board,OK
HK_2715_HK_2026,2715.HK,2715.HK,埃斯顿,2026-03-09,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_2692_HK_2026,2692.HK,2692.HK,兆威机电,2026-03-09,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_2649_HK_2026,2649.HK,2649.HK,优乐赛共享,2026-03-09,main_board_profitable,main_board,main_board,OK
HK_3268_HK_2026,3268.HK,3268.HK,美格智能,2026-03-10,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_7489_HK_2026,7489.HK,7489.HK,岚图汽车,2026-03-19,main_board_profitable,main_board,main_board,OK
HK_1989_HK_2026,1989.HK,1989.HK,广合科技,2026-03-20,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_3355_HK_2026,3355.HK,3355.HK,飞速创新,2026-03-23,main_board_profitable,main_board,main_board,OK
HK_2701_HK_2026,2701.HK,2701.HK,国民技术,2026-03-23,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_2729_HK_2026,2729.HK,2729.HK,凯乐士科技,2026-03-24,main_board_profitable,main_board,main_board,OK
HK_2632_HK_2026,2632.HK,2632.HK,泽景股份,2026-03-24,main_board_profitable,main_board,main_board,OK
HK_2726_HK_2026,2726.HK,2726.HK,瀚天天成,2026-03-30,main_board_profitable,main_board,main_board,OK
HK_1021_HK_2026,1021.HK,1021.HK,华沿机器人,2026-03-30,18c_commercial,18c,18c|main_board,OK
HK_6636_HK_2026,6636.HK,6636.HK,极视角,2026-03-30,18c_commercial,18c,18c|main_board,OK
HK_2526_HK_2026,2526.HK,2526.HK,德适-B,2026-03-30,18a,18a,18a|main_board,OK
HK_0664_HK_2026,0664.HK,664.HK,铜师傅,2026-03-31,main_board_profitable,main_board,main_board,OK
HK_3625_HK_2026,3625.HK,3625.HK,傅里叶,2026-03-31,18c_commercial,18c,18c|main_board,OK
HK_6656_HK_2026,6656.HK,6656.HK,思格新能,2026-04-16,main_board_profitable,main_board,main_board,OK
HK_0068_HK_2026,0068.HK,68.HK,MANYCORE TECH,2026-04-17,main_board_profitable,main_board,main_board,OK
HK_3277_HK_2026,3277.HK,3277.HK,长光辰芯,2026-04-17,main_board_profitable,main_board,main_board,OK
HK_2476_HK_2026,2476.HK,2476.HK,胜宏科技,2026-04-21,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_3296_HK_2026,3296.HK,3296.HK,华勤技术,2026-04-23,a_plus_h,a_plus_h,a_plus_h|main_board,OK
HK_2493_HK_2026,2493.HK,2493.HK,迈威生物-B,2026-04-28,18a,18a,18a|a_plus_h|main_board,OK
HK_1879_HK_2026,1879.HK,1879.HK,曦智科技-P,2026-04-28,18c_precommercial,18c,18c|main_board,OK
HK_6810_HK_2026,6810.HK,6810.HK,商米科技-W,2026-04-29,18a,main_board,main_board,MISMATCH
HK_1609_HK_2026,1609.HK,1609.HK,天星医疗,2026-05-05,main_board_profitable,main_board,main_board,OK
HK_1187_HK_2026,1187.HK,1187.HK,可孚医疗,2026-05-06,a_plus_h,a_plus_h,a_plus_h|main_board,OK
